User ID,Name,Age,Gender,Education Level,Current Occupation,Interests,Career Goals,Personality Type,Interest Area,Work Preference,Emotional Stability,Openness to Experience,Conscientiousness,Extraversion,Agreeableness,Logical Reasoning Score,Problem-Solving Score,Creativity Score,Memory Score,Attention to Detail Score,Recommended Career 1,Recommended Career 2,Recommended Career 3,Skill Gaps,Suggested Courses,Technical Skills,Soft Skills,Strengths,Areas for Improvement,Career ID,Career Name,Required Skills,Average Salary,Job Growth (Next 5 Years),Industry,Feedback on Recommendations,Feedback on Assessments,Overall Satisfaction,Suggestions for Improvement,Course ID,Course Name,Skills Covered,Duration,Provider,Cost,Trend ID,Trend Name,In-Demand Skills,Emerging Careers,Task ID,Task Type,Task Score,Time Taken,Task Feedback,Location,Preferred Work Environment,Learning Style,Financial Constraints,Industry Trends,Job Satisfaction,Work-Life Balance,Remote Work Preference,Company Size Preference,Salary Expectations
74,David Wilson,32,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,High,High,No,Large,100000-130000
75,John Doe,28,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Low,Medium,No,Large,100000-150000
76,Sarah Johnson,50,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Low,Low,Yes,Medium,60000-80000
77,John Doe,48,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Medium,Low,No,Large,100000-150000
78,John Doe,41,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,High,Low,No,Large,100000-150000
79,John Doe,49,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Medium,Medium,Yes,Large,100000-150000
80,Jane Smith,50,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,High,Medium,No,Medium,80000-100000
81,Michael Brown,23,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Medium,Medium,No,Large,90000-110000
82,Alice Lee,42,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,High,Low,Yes,Small,90000-120000
83,Alice Lee,22,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,Low,High,Yes,Small,90000-120000
84,Sarah Johnson,22,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,High,Low,Yes,Medium,60000-80000
85,Michael Brown,49,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Low,Low,Yes,Large,90000-110000
86,John Doe,45,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Medium,High,No,Large,100000-150000
87,Sarah Johnson,38,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Medium,High,Yes,Medium,60000-80000
88,Michael Brown,42,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,High,High,Yes,Large,90000-110000
89,Michael Brown,46,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Low,Medium,No,Large,90000-110000
90,Sarah Johnson,32,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,High,Low,Yes,Medium,60000-80000
91,John Doe,35,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,High,High,No,Large,100000-150000
92,John Doe,45,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,High,High,Yes,Large,100000-150000
93,Jane Smith,44,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,High,High,No,Medium,80000-100000
94,Jane Smith,48,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,High,Medium,No,Medium,80000-100000
95,Michael Brown,38,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Medium,Low,Yes,Large,90000-110000
96,Alice Lee,34,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,Medium,Medium,No,Small,90000-120000
97,Alice Lee,37,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,Medium,Medium,No,Small,90000-120000
98,David Wilson,33,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,Low,Medium,Yes,Large,100000-130000
99,Alice Lee,38,Female,PhD,Researcher,"Science, Data",Research Scientist,INTP,Science,Research Labs,High,High,High,Low,Medium,95,85,80,90,95,Research Scientist,Data Analyst,Professor,"R, Statistics","Advanced R, Statistics","R, Statistics, Data Analysis",Critical Thinking,Analytical Skills,Public Speaking,3,Research Scientist,"R, Statistics, Data Analysis",100000,10%,Science,Highly Relevant,Very Insightful,5/5,None,3,Statistics with R,"R, Statistics, Data Analysis",8 Weeks,edX,99,2,Data Science,"R, Python, Data Visualization",Data Scientist,3,Memory Test,80,5 mins,Easy,Boston,Independent,Auditory,High,Data-Driven Decision Making,High,High,Yes,Small,90000-120000
100,David Wilson,42,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,Low,High,No,Large,100000-130000
101,Sarah Johnson,20,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,High,High,No,Medium,60000-80000
102,Sarah Johnson,34,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Low,High,No,Medium,60000-80000
103,John Doe,25,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,Low,Medium,Yes,Large,100000-150000
104,Jane Smith,31,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Low,High,Yes,Medium,80000-100000
105,Michael Brown,31,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Low,High,No,Large,90000-110000
106,Jane Smith,44,Female,Master's Degree,Software Engineer,"Art, Design",UX Designer,ENFP,Art & Design,Flexible Hours,Medium,High,High,High,High,70,80,90,75,70,UX Designer,Graphic Designer,Product Manager,UI/UX Design,"Figma, Adobe XD","UI/UX Design, Figma",Creativity,Creativity,Project Management,2,UX Designer,"UI/UX Design, Figma, Adobe XD",90000,15%,Design,Somewhat Relevant,Too Long,4/5,Shorter assessments,2,UI/UX Design with Figma,"Figma, UI/UX Design",4 Weeks,Udemy,29,3,UX/UI Design,"Figma, Adobe XD, Prototyping",UX Designer,2,Creativity Task,90,15 mins,Fun,San Francisco,Creative,Hands-On,Low,Remote Work Trends,Medium,Low,No,Medium,80000-100000
107,David Wilson,24,Male,Bachelor's Degree,Marketing Manager,"Marketing, Sales",Marketing Director,ESTP,Marketing,Dynamic Environment,High,High,Medium,High,Medium,90,85,80,75,90,Marketing Director,Brand Manager,Digital Marketing Manager,"Digital Marketing, Analytics","Digital Marketing, SEO","Digital Marketing, SEO, Analytics",Strategic Thinking,Communication,Leadership,6,Marketing Director,"Digital Marketing, SEO, Analytics",110000,10%,Marketing,Highly Relevant,Insightful,5/5,None,6,Digital Marketing,"Digital Marketing, SEO, Analytics",8 Weeks,LinkedIn Learning,79,6,Digital Marketing,"SEO, Analytics, Content Marketing",Digital Marketing Manager,6,Logical Reasoning,90,8 mins,Challenging,Seattle,Dynamic,Visual,Medium,Digital Transformation,Medium,Medium,Yes,Large,100000-130000
108,Sarah Johnson,40,Female,Bachelor's Degree,Teacher,"Education, Writing",Curriculum Developer,ENFJ,Education,Collaborative,Medium,High,High,High,High,75,80,85,70,75,Curriculum Developer,Educational Consultant,Instructional Designer,"Curriculum Design, Writing","Curriculum Design, Instructional Design","Curriculum Design, Writing, Educational Technology",Communication,Empathy,Leadership,5,Curriculum Developer,"Curriculum Design, Writing, Educational Technology",70000,8%,Education,Somewhat Relevant,Engaging,4/5,More practical examples,5,Curriculum Design,"Curriculum Design, Instructional Design",6 Weeks,Coursera,59,5,EdTech,"Curriculum Design, Educational Technology",Curriculum Developer,5,Creativity Task,80,10 mins,Engaging,Austin,Collaborative,Hands-On,Low,EdTech Growth,Medium,High,Yes,Medium,60000-80000
109,John Doe,30,Male,Bachelor's Degree,Student,"Technology, AI",Data Scientist,INTJ,Technology,Remote Work,High,High,Medium,Low,Medium,85,90,75,80,85,Data Scientist,Machine Learning Engineer,AI Researcher,"Python, SQL","Advanced Python, SQL","Python, SQL, AI",Communication,Problem-Solving,"Leadership, Teamwork",1,Data Scientist,"Python, SQL, Machine Learning",120000,20%,Technology,Very Relevant,Engaging and Accurate,5/5,More career options,1,Advanced Python,"Python, Data Structures",6 Weeks,Coursera,49,1,AI and Machine Learning,"Python, TensorFlow, AI",AI Engineer,1,Logical Reasoning,85,10 mins,Challenging,New York,Collaborative,Visual,Medium,AI and Automation,High,Low,Yes,Large,100000-150000
110,Michael Brown,22,Male,Master's Degree,Data Analyst,"Finance, Data",Financial Analyst,ISTJ,Finance,Structured Environment,High,Medium,High,Low,High,80,85,70,85,80,Financial Analyst,Data Scientist,Business Analyst,"Excel, Financial Modeling","Advanced Excel, Financial Modeling","Excel, SQL, Financial Modeling",Attention to Detail,Analytical Skills,Time Management,4,Financial Analyst,"Excel, Financial Modeling, SQL",95000,12%,Finance,Relevant,Accurate,4/5,More financial tools,4,Advanced Excel,"Excel, Financial Modeling",5 Weeks,Udemy,39,4,Finance and Analytics,"Excel, SQL, Financial Modeling",Financial Analyst,4,Problem-Solving,85,12 mins,Moderate,Chicago,Structured,Visual,Medium,Data Analytics in Finance,Low,Low,No,Large,90000-110000
